subsystem,reaction
2HATVLAChc,2HATVLAChc
2HATVACIDGLUChr,2HATVACIDGLUChr
2HATVACIDGLUCteb,2HATVACIDGLUCteb
2HATVACIDhc,2HATVACIDhc
2HATVACIDteb,2HATVACIDteb
2HATVACIDtep,2HATVACIDtep
2HATVLACteb,2HATVLACteb
2HATVLACtep,2HATVLACtep
2HIBUP_Rthv,2HIBUP_Rthv
2HIBUP_SGLUhep,2HIBUP_SGLUhep
2HIBUP_Sthv,2HIBUP_Sthv
35DSMVhep,35DSMVhep
35DSMVteb,35DSMVteb
3HIBUP_SGLUhep,3HIBUP_SGLUhep
3HLVSTAChep,3HLVSTAChep
3HPVSTETCOAhcm,3HPVSTETCOAhcm
3HPVSTETCOAhcx,3HPVSTETCOAhcx
6MSMVhep,6MSMVhep
6OHFVSGLUhc,6OHFVSGLUhc
6OHFVSteb,6OHFVSteb
7AHGLZABCt,7AHGLZABCt
7AHGLZhr,7AHGLZhr
7BHGLZhr,7BHGLZhr
7BHGLZtev,7BHGLZtev
7HPVShc,7HPVShc
ACMPGLUTtep,ACMPGLUTtep
ACMPGLUtep,ACMPGLUtep
ACMPShc,ACMPShc
ACMPdt,ACMPdt
ACMPthc,ACMPthc
EX_mdz_e,EX_mdz_e
EX_mdzglc_e,EX_mdzglc_e
EX_mhglz_e,EX_mhglz_e
EX_ndersv_e,EX_ndersv_e
EX_nfd_e,EX_nfd_e
EX_nfdlac_e,EX_nfdlac_e
EX_nfdnpy_e,EX_nfdnpy_e
EX_nfdoh_e,EX_nfdoh_e
EX_oxy1rb_e,EX_oxy1rb_e
EX_oxy7rb_e,EX_oxy7rb_e
EX_profvs_e,EX_profvs_e
EX_ptvst_e,EX_ptvst_e
EX_ptvstlac_e,EX_ptvstlac_e
EX_rsv_e,EX_rsv_e
EX_rsvlac_e,EX_rsvlac_e
EX_s3meacmp_e,EX_s3meacmp_e
EX_stacmp_e,EX_stacmp_e
EX_tauribup__S_e,EX_tauribup__S_e
EX_tlacfvs_e,EX_tlacfvs_e
EX_tmdm5_e,EX_tmdm5_e
EX_tsacmgluc_e,EX_tsacmgluc_e
EX_tsacmsul_e,EX_tsacmsul_e
FVSteb,FVSteb
FVStu,FVStu
GLC3MEACPhr,GLC3MEACPhr
GLC3MEACPtev,GLC3MEACPtev
GLZtd,GLZtd
IBUPGLUCtchep,IBUPGLUCtchep
IBUPGLUCtpvb,IBUPGLUCtpvb
IBUP_RASCL1hep,IBUP_RASCL1hep
IBUP_RCYP3hep,IBUP_RCYP3hep
IBUP_Rshep,IBUP_Rshep
IBUP_Rtdhep,IBUP_Rtdhep
IBUP_SACOT2,IBUP_SACOT2
IBUP_SCYP3hep,IBUP_SCYP3hep
IBUP_Stdhep,IBUP_Stdhep
IBUP_Stdu,IBUP_Stdu
RSVGLUChc,RSVGLUChc
RSVLACteb,RSVLACteb
RSVtev,RSVtev
SMVACIDATPteb,SMVACIDATPteb
SMVACIDtev,SMVACIDtev
SMVGLUCLAChep,SMVGLUCLAChep
SMVGLUChep,SMVGLUChep
SMVHYDROhep,SMVHYDROhep
SMVthep,SMVthep
STACMPhc,STACMPhc
STACMPtev,STACMPtev
TACRDtsc,TACRDtsc
TACRtu,TACRtu
TAURIBUP_Sthv,TAURIBUP_Sthv
THRFVShc,THRFVShc
THSACMPhr,THSACMPhr
TLACFVShc,TLACFVShc
TMDM3hr,TMDM3hr
TMDM5hr,TMDM5hr
TMDOATPtsc,TMDOATPtsc
TMDOATthc,TMDOATthc
TRIPVStev,TRIPVStev
TSACMGLUChr,TSACMGLUChr
TSACMSULhc,TSACMSULhc
TSACMSULtev,TSACMSULtev
12HTACRitr,12HTACRitr
14HMDZitr,14HMDZitr
1513TACRitr,1513TACRitr
1531TACRitr,1531TACRitr
1HIBUPGLUitr,1HIBUPGLUitr
1HMDGLUCitr,1HMDGLUCitr
2HATVACIDGLUCitr,2HATVACIDGLUCitr
2HATVLACGLUCitr,2HATVLACGLUCitr
2HIBUP_Ritr,2HIBUP_Ritr
35DHPVSitr,35DHPVSitr
35DSMVitr,35DSMVitr
3HIBUP_Ritr,3HIBUP_Ritr
3HLVSTitr,3HLVSTitr
3HPVSCOAitm,3HPVSCOAitm
3HPVSCOAitx,3HPVSCOAitx
3HSMVitr,3HSMVitr
4BHGLZitr,4BHGLZitr
4HATVLACitr,4HATVLACitr
4HMDGLUCitr,4HMDGLUCitr
56DHPVSitr,56DHPVSitr
5OHFVSitr,5OHFVSitr
EX_rbl__D_e,EX_rbl__D_e
EX_M01966_e,EX_M01966_e
EX_M02155_e,EX_M02155_e
EX_M01989_e,EX_M01989_e
EX_M01881_e,EX_M01881_e
EX_M03131_e,EX_M03131_e
EX_n5m2masn_e,EX_n5m2masn_e
EX_hretn_e,EX_hretn_e
SK_ile__L_c,SK_ile__L_c
SK_leu__L_c,SK_leu__L_c
SK_met__L_c,SK_met__L_c
SK_phe__L_c,SK_phe__L_c
SK_trp__L_c,SK_trp__L_c
SK_asp__L_c,SK_asp__L_c
SK_cys__L_c,SK_cys__L_c
SK_gln__L_c,SK_gln__L_c
SK_glu__L_c,SK_glu__L_c
SK_ser__L_c,SK_ser__L_c
SK_gly_c,SK_gly_c
SK_4abut_l,SK_4abut_l
DM_CE1261_c,DM_CE1261_c
DM_4glu56dihdind_c,DM_4glu56dihdind_c
DM_5cysdopa_c,DM_5cysdopa_c
DM_dopa_c,DM_dopa_c
DM_ach_c,DM_ach_c
DM_hista_c,DM_hista_c
DM_kynate_c,DM_kynate_c
DM_cbl2_m,DM_cbl2_m
DM_1a2425thvitd2_m,DM_1a2425thvitd2_m
DM_btn_m,DM_btn_m
DM_btn_n,DM_btn_n
DCMPtm,DCMPtm
DM_protein_c,DM_protein_c
ATPS4mi,ATPS4mi
CYOR_u10mi,CYOR_u10mi
Htmi,Htmi
NADH2_u10mi,NADH2_u10mi
CYOOm3i,CYOOm3i
ALLOP1tu,ALLOP1tu
ALLOPOXDhep,ALLOPOXDhep
ALLOPtepvb,ALLOPtepvb
AM19CSALThr,AM19CSALThr
AM1A4NCShc,AM1A4NCShc
AM1ACCShr,AM1ACCShr
AM1ACStep,AM1ACStep
AM1CCStev,AM1CCStev
AM1CGLCteb,AM1CGLCteb
AM1CSAhr,AM1CSAhr
AM4N9CShr,AM4N9CShr
AM9CSAhr,AM9CSAhr
AM9CSAteb,AM9CSAteb
AM9CSAtep,AM9CSAtep
ATVACIDMCTtu,ATVACIDMCTtu
ATVACIDhc,ATVACIDhc
ATVACIDhr,ATVACIDhr
ATVACYLGLUChc,ATVACYLGLUChc
ATVETHGLUChc,ATVETHGLUChc
ATVLACThc,ATVLACThc
ATVLACh2r,ATVLACh2r
EX_3hpvstet_e,EX_3hpvstet_e
EX_3hsmvacid_e,EX_3hsmvacid_e
EX_3ispvs_e,EX_3ispvs_e
EX_4bhglz_e,EX_4bhglz_e
EX_4hatvlac_e,EX_4hatvlac_e
EX_4ohmdz_e,EX_4ohmdz_e
EX_56eppvs_e,EX_56eppvs_e
EX_5ohfvsglu_e,EX_5ohfvsglu_e
EX_6ahglz_e,EX_6ahglz_e
EX_6bhglz_e,EX_6bhglz_e
EX_6bhglzglc_e,EX_6bhglzglc_e
EX_6csmvacid_e,EX_6csmvacid_e
EX_6hlvst_e,EX_6hlvst_e
EX_6hsmvacid_e,EX_6hsmvacid_e
EX_6melvacid_e,EX_6melvacid_e
EX_6melvst_e,EX_6melvst_e
EX_6ohfvsglu_e,EX_6ohfvsglu_e
EX_7bhglzglc_e,EX_7bhglzglc_e
EX_acmp_e,EX_acmp_e
EX_acmpglu_e,EX_acmpglu_e
EX_allop_e,EX_allop_e
EX_am1a4ncs_e,EX_am1a4ncs_e
EX_am1accs_e,EX_am1accs_e
EX_am1acs_e,EX_am1acs_e
EX_am1c9cs_e,EX_am1c9cs_e
EX_am1ccs_e,EX_am1ccs_e
EX_am4n9cs_e,EX_am4n9cs_e
EX_atvlac_e,EX_atvlac_e
EX_caribup_s_e,EX_caribup_s_e
EX_caribupglu__S_e,EX_caribupglu__S_e
EX_crglz_e,EX_crglz_e
EX_crvsm1_e,EX_crvsm1_e
EX_crvsm23_e,EX_crvsm23_e
EX_csasulp_e,EX_csasulp_e
EX_cysacmp_e,EX_cysacmp_e
EX_deoxfvs_e,EX_deoxfvs_e
EX_desfvs_e,EX_desfvs_e
EX_fvstet_e,EX_fvstet_e
EX_ibup__S_e,EX_ibup__S_e
EX_lstn1gluc_e,EX_lstn1gluc_e
EX_lstnm2_e,EX_lstnm2_e
LST4EXPhr,LST4EXPhr
LSTN1GLUChr,LSTN1GLUChr
LSTNM7TDhc,LSTNM7TDhc
LSTNM7hr,LSTNM7hr
LSTNtd,LSTNtd
LVSTACIDtu,LVSTACIDtu
LVSTACOXD6Hhep,LVSTACOXD6Hhep
LVSTOXD6METhep,LVSTOXD6METhep
LVSTPGPtu,LVSTPGPtu
LVSTtu,LVSTtu
MDZGLCtev,MDZGLCtev
MDZtd,MDZtd
MERACMPtep,MERACMPtep
MHGLZABCt,MHGLZABCt
MHGLZtev,MHGLZtev
NDERSVteb,NDERSVteb
NFDACOXDhc,NFDACOXDhc
NFDACtep,NFDACtep
NFDLAChc,NFDLAChc
NFDLACtep,NFDLACtep
OXYPR7tehv,OXYPR7tehv
OXYPthc,OXYPthc
OXYPtepv,OXYPtepv
PROFVSCOAhc,PROFVSCOAhc
PROFVShc,PROFVShc
PTVSTGLUChc,PTVSTGLUChc
PTVSTLAChc,PTVSTLAChc
PTVSTLACtev,PTVSTLACtev
PTVSTM3eb,PTVSTM3eb
PTVSTM3hc,PTVSTM3hc
PTVSThc,PTVSThc
PTVSTtu,PTVSTtu
PVSATPtu,PVSATPtu
PVSGLUChc,PVSGLUChc
PVSGLUCteb,PVSGLUCteb
PVSHtu,PVSHtu
PVSOATPtu,PVSOATPtu
NFDACitr,NFDACitr
ACMPGLUTitr,ACMPGLUTitr
NAPQIhr,NAPQIhr
UDPRIBc,UDPRIBc
GLYitr,GLYitr
PAPitr,PAPitr
13DMTitr,13DMTitr
15DMTitr,15DMTitr
ATVACIDitr,ATVACIDitr
ATVLACitr,ATVLACitr
31DMTitr,31DMTitr
AM1CCSitr,AM1CCSitr
LST4EXPitr,LST4EXPitr
RSVitr,RSVitr
TRIPVSitr,TRIPVSitr
SMVACIDitr,SMVACIDitr
PTVSTitr,PTVSTitr
AM1CSAitr,AM1CSAitr
1A25HVITD2tm,1A25HVITD2tm
EX_C13856_e,EX_C13856_e
EX_M02956_e,EX_M02956_e
EX_M00241_e,EX_M00241_e
EX_M00003_e,EX_M00003_e
EX_M00010_e,EX_M00010_e
EX_M00017_e,EX_M00017_e
EX_M00021_e,EX_M00021_e
EX_M00260_e,EX_M00260_e
EX_M00265_e,EX_M00265_e
EX_M01207_e,EX_M01207_e
EX_M02613_e,EX_M02613_e
EX_M03045_e,EX_M03045_e
EX_M03051_e,EX_M03051_e
EX_M03153_e,EX_M03153_e
EX_M02561_e,EX_M02561_e
EX_M02909_e,EX_M02909_e
EX_M03117_e,EX_M03117_e
EX_M01872_e,EX_M01872_e
EX_hnifedipine_e,EX_hnifedipine_e
EX_M02449_e,EX_M02449_e
EX_M02451_e,EX_M02451_e
EX_adpman_e,EX_adpman_e
FBP26,FBP26
FCLTm,FCLTm
FCOAH2,FCOAH2
FE2tm,FE2tm
FOLR2,FOLR2
FOLt2_1,FOLt2_1
FPGS3m,FPGS3m
FPGS6,FPGS6
FPGS8,FPGS8
FPGS9m,FPGS9m
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,FUC13GALACGLCGAL14ACGLCGALGLUSIDEte
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg
FUCACGALFUCGALACGLCGALGLUSIDEtg,FUCACGALFUCGALACGLCGALGLUSIDEtg
FUCACNGALACGLCGALGLUSIDEtg,FUCACNGALACGLCGALGLUSIDEtg
FUCASE2e,FUCASE2e
FUCASEly,FUCASEly
FUCFUC12GAL14ACGLCGALGLUSIDEte,FUCFUC12GAL14ACGLCGALGLUSIDEte
FUCFUC12GAL14ACGLCGALGLUSIDEtg,FUCFUC12GAL14ACGLCGALGLUSIDEtg
FUCFUCGALACGLCGALGLUSIDEte,FUCFUCGALACGLCGALGLUSIDEte
FUCFUCGALACGLCGALGLUSIDEtg,FUCFUCGALACGLCGALGLUSIDEtg
FUCGAL14ACGLCGALGLUSIDEte,FUCGAL14ACGLCGALGLUSIDEte
FUCGAL14ACGLCGALGLUSIDEtg,FUCGAL14ACGLCGALGLUSIDEtg
FUCGALFUCGALACGLCGALGLUSIDEte,FUCGALFUCGALACGLCGALGLUSIDEte
FUMm,FUMm
FUMSO3tm,FUMSO3tm
FUMTSULtm,FUMTSULtm
FUT11g,FUT11g
FUT12g,FUT12g
FUT14g,FUT14g
FUT17g,FUT17g
FUT18g,FUT18g
FUT33g,FUT33g
FUT34g,FUT34g
FUT35g,FUT35g
FUT910g,FUT910g
FUT92g,FUT92g
FUT93g,FUT93g
FUT95g,FUT95g
FUT98g,FUT98g
G14T18g,G14T18g
G14T19g,G14T19g
G14T3g,G14T3g
G14T4g,G14T4g
G3PD2m,G3PD2m
G5SADrm,G5SADrm
G6Pter,G6Pter
GAL3ST11,GAL3ST11
GAL3ST12,GAL3ST12
GALASE11ly,GALASE11ly
GALASE14ly,GALASE14ly
GALASE18ly,GALASE18ly
GALASE3ly,GALASE3ly
GALASE5ly,GALASE5ly
GALASE6ly,GALASE6ly
GALC,GALC
GALFUC12GAL14ACGLCGALGLUSIDEte,GALFUC12GAL14ACGLCGALGLUSIDEte
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
GALGALGALTHCRMte,GALGALGALTHCRMte
GALGLUSIDEtg,GALGLUSIDEtg
GALGLUSIDEtl,GALGLUSIDEtl
GALGT1,GALGT1
GALGT4,GALGT4
GALNTg,GALNTg
GALOR,GALOR
GALTg,GALTg
GAMt1r,GAMt1r
GAMYe,GAMYe
GAO1,GAO1
GAO2,GAO2
GAO2g,GAO2g
GASNASE3ly,GASNASE3ly
GBAl,GBAl
GCALDDm,GCALDDm
GCC2am,GCC2am
GCC2bim,GCC2bim
GCC2cm,GCC2cm
GCCbim,GCCbim
GCCcm,GCCcm
GCHOLAt,GCHOLAt
GCHOLAtx,GCHOLAtx
GCNTg,GCNTg
GD1B2tg,GD1B2tg
GD1Ctg,GD1Ctg
GDPtg,GDPtg
GGH_10FTHF5GLUe,GGH_10FTHF5GLUe
GGH_10FTHF5GLUl,GGH_10FTHF5GLUl
GGH_10FTHF6GLUe,GGH_10FTHF6GLUe
GGH_10FTHF6GLUl,GGH_10FTHF6GLUl
GGH_10FTHF7GLUe,GGH_10FTHF7GLUe
GGH_5DHFe,GGH_5DHFe
GGH_5DHFl,GGH_5DHFl
GGH_5THFe,GGH_5THFe
GGH_6DHFe,GGH_6DHFe
GGH_6THFe,GGH_6THFe
GGH_6THFl,GGH_6THFl
GGH_7DHFe,GGH_7DHFe
GGH_7DHFl,GGH_7DHFl
GGH_7THFl,GGH_7THFl
GGNG,GGNG
GGT_L,GGT_L
GGT5r,GGT5r
GGT6,GGT6
GHMT3,GHMT3
GLACO,GLACO
GLACter,GLACter
GLBRAN,GLBRAN
GLCAASE1ly,GLCAASE1ly
GLCAASE5ly,GLCAASE5ly
GLCAE1g,GLCAE1g
GLCAE2g,GLCAE2g
GLCAT2g,GLCAT2g
GLCAT3g,GLCAT3g
GLCAT9g,GLCAT9g
GLCATg,GLCATg
GLCMter,GLCMter
GLCNACASE1ly,GLCNACASE1ly
GLCNACASE2ly,GLCNACASE2ly
GLCNACASE3ly,GLCNACASE3ly
GLCNACASE4ly,GLCNACASE4ly
GLCNACT1g,GLCNACT1g
GLCNACT3g,GLCNACT3g
GLCNACT4g,GLCNACT4g
GLCt1,GLCt1
GLCt2_2,GLCt2_2
GLCtg,GLCtg
GLCURter,GLCURter
GLCURtly,GLCURtly
GLDBRAN,GLDBRAN
GLNLASEer,GLNLASEer
GLNSERNaEx,GLNSERNaEx
GLNTHRNaEx,GLNTHRNaEx
GLNtN1,GLNtN1
GLU5Km,GLU5Km
GLUCYS,GLUCYS
GLUDC,GLUDC
GDHm,GDHm
GLUDym,GLUDym
GluForTx,GluForTx
GLUNm,GLUNm
GLUt2m,GLUt2m
GLUt7l,GLUt7l
GLUTCOADHm,GLUTCOADHm
GLUtr,GLUtr
GLUVESSEC,GLUVESSEC
GLXtm,GLXtm
GLYATm,GLYATm
GLYBtm,GLYBtm
GLYC3Ptm,GLYC3Ptm
GLYCLTDy,GLYCLTDy
GLYCtm,GLYCtm
GLYCTO1p,GLYCTO1p
GLYKm,GLYKm
GLYOXm,GLYOXm
GLYtp,GLYtp
GP1CALPHAte,GP1CALPHAte
GP1Cte,GP1Cte
GP1Ctg,GP1Ctg
GPIAT,GPIAT
GPIMTer_U,GPIMTer_U
GQ1BALPHAtg,GQ1BALPHAtg
GQ1Bte,GQ1Bte
GRTTx,GRTTx
GSNt,GSNt
GSNt4,GSNt4
GSNtl,GSNtl
GTHOr,GTHOr
GTHPe,GTHPe
GTHRDt,GTHRDt
GTHRDtr,GTHRDtr
GTMLTe,GTMLTe
GUACYC,GUACYC
GUAD,GUAD
H2ETer,H2ETer
H2MTer_U,H2MTer_U
H2O2tly,H2O2tly
H2O2tn,H2O2tn
H2O2tp,H2O2tp
H2Otly,H2Otly
H2Otm,H2Otm
H2Otn,H2Otn
H2Otp,H2Otp
H3ETer,H3ETer
H5MTer_U,H5MTer_U
H6_ET2er,H6_ET2er
H6_ETer,H6_ETer
H6MTer_U,H6MTer_U
H7_ETer,H7_ETer
H7MTer_U,H7MTer_U
H7_TAer,H7_TAer
H8TAer,H8TAer
HACD1m,HACD1m
HAS2,HAS2
HDCAter,HDCAter
HDCEAt,HDCEAt
HEX10,HEX10
HEXCCOAtx,HEXCCOAtx
HGNTOR,HGNTOR
HIBDm,HIBDm
HISTASE,HISTASE
HISTAtu,HISTAtu
HIStiDF,HIStiDF
HIStN1,HIStN1
HKt,HKt
HKYNH,HKYNH
HMGCOAS,HMGCOAS
HOXG,HOXG
HPCLx_1,HPCLx_1
HPDCACRNt,HPDCACRNt
HPDCAt,HPDCAt
HPYRDC,HPYRDC
HPYRRy,HPYRRy
HRETNtn,HRETNtn
HS1ly,HS1ly
HS3ly,HS3ly
HS4ly,HS4ly
HSAT1ly,HSAT1ly
HSAT4ly,HSAT4ly
HSD11B1r,HSD11B1r
HSD11B2r,HSD11B2r
HSD17B1,HSD17B1
HSD17B2r,HSD17B2r
HSD3A2r,HSD3A2r
HSD3B11r,HSD3B11r
HSD3B13r,HSD3B13r
HSD3B2r,HSD3B2r
HSPGtly,HSPGtly
Htg,Htg
Htr,Htr
HYPOE,HYPOE
ICDHxm,ICDHxm
ICDHym,ICDHym
IDOAASE1ly,IDOAASE1ly
IDOAASE2ly,IDOAASE2ly
ILEtec,ILEtec
INSt4,INSt4
IPDDIx,IPDDIx
It,It
ITCOAL1m,ITCOAL1m
KDNH,KDNH
KHK3,KHK3
KSII_CORE2t,KSII_CORE2t
KSII_CORE4tly,KSII_CORE4tly
Kt3g,Kt3g
KYN,KYN
KYNAKGAT,KYNAKGAT
LCADm,LCADm
LCAT1e,LCAT1e
LDH_Lm,LDH_Lm
LEUKTRA4t,LEUKTRA4t
LEUKTRD4tr,LEUKTRD4tr
LEUt4,LEUt4
LEUt5m,LEUt5m
LEUtec,LEUtec
LFORKYNHYD,LFORKYNHYD
LGNCt,LGNCt
LINKDEG4ly,LINKDEG4ly
L_LACDcm,L_LACDcm
L_LACtm,L_LACtm
LNELDCCPT1,LNELDCCPT1
LNELDCCPT2,LNELDCCPT2
LNELDCCRNt,LNELDCCRNt
LNELDCt,LNELDCt
LNLNCACPT1,LNLNCACPT1
LNLNCACPT2,LNLNCACPT2
LNLNCACRNt,LNLNCACRNt
LNLNCGCPT1,LNLNCGCPT1
LNS14DM,LNS14DM
LNSTLSr,LNSTLSr
LPCHOLt,LPCHOLt
LPCOXp,LPCOXp
LPS,LPS
LPS2e,LPS2e
LPS3,LPS3
LRAT,LRAT
LSTO2r,LSTO2r
LTA4H,LTA4H
LTD4DP,LTD4DP
LYSOXp,LYSOXp
LYSt5r,LYSt5r
LYStip,LYStip
MACOXO,MACOXO
MAGt,MAGt
MALSO3tm,MALSO3tm
MALSO4tm,MALSO4tm
MALTSULtm,MALTSULtm
MAOLNOR,MAOLNOR
MAOX,MAOX
MCCCrm,MCCCrm
MCD,MCD
MCDm,MCDm
MCITS,MCITS
MDHm,MDHm
ME2,ME2
MEOHtly,MEOHtly
MEPIVESSte_cho,MEPIVESSte_cho
MERCPLACCYSt,MERCPLACCYSt
METLEUex,METLEUex
METt4,METt4
MEVK1x,MEVK1x
MGCHrm,MGCHrm
MGSA,MGSA
MI13PP,MI13PP
MI14P4P,MI14P4P
MI14Ptn,MI14Ptn
MI1PS,MI1PS
MI34PP,MI34PP
MINOHPtn,MINOHPtn
MLTG1,MLTG1
MLTG1e,MLTG1e
MLTG1ly,MLTG1ly
MMSAD3m,MMSAD3m
MTAP,MTAP
MTHFDm,MTHFDm
MTHGXLt,MTHGXLt
N2M2NMASNtly,N2M2NMASNtly
N4Tg,N4Tg
NACASPtm,NACASPtm
NACHEX11ly,NACHEX11ly
NACHEX12ly,NACHEX12ly
NACHEX14ly,NACHEX14ly
NACHEX15ly,NACHEX15ly
NACHEX18ly,NACHEX18ly
NACHEX19ly,NACHEX19ly
NACHEX21ly,NACHEX21ly
NACHEX22ly,NACHEX22ly
NACHEX23ly,NACHEX23ly
NACHEX24ly,NACHEX24ly
NACHEX2ly,NACHEX2ly
NACHEX4ly,NACHEX4ly
NACHEXA14ly,NACHEXA14ly
NACHEXA16ly,NACHEXA16ly
NACHEXA17ly,NACHEXA17ly
NACHEXA19ly,NACHEXA19ly
NACHEXA1ly,NACHEXA1ly
NACHEXA22ly,NACHEXA22ly
NACHEXA6ly,NACHEXA6ly
NACHEXA8ly,NACHEXA8ly
NADHtpu,NADHtpu
NADPHtxu,NADPHtxu
NADPN,NADPN
NADPNe,NADPNe
NAGA2ly,NAGA2ly
NAGAly,NAGAly
NAGLCAly,NAGLCAly
NAHCO3_HCLt,NAHCO3_HCLt
NaKt_1,NaKt_1
NAt,NAt
NAt5,NAt5
NAtx,NAtx
NCAMUP,NCAMUP
NCKt,NCKt
NCNt,NCNt
NDP10ex,NDP10ex
NDP3ex,NDP3ex
NDP6,NDP6
NDP7er,NDP7er
NDP7ex,NDP7ex
NDPK10,NDPK10
NDPK10n,NDPK10n
NDPK1m,NDPK1m
NDPK1n,NDPK1n
NDPK2n,NDPK2n
NDPK3n,NDPK3n
NDPK5m,NDPK5m
NDPK5n,NDPK5n
NDPK6n,NDPK6n
NDPK8m,NDPK8m
NDPK8n,NDPK8n
NH4t3r,NH4t3r
NKCCt,NKCCt
NMNATm,NMNATm
NMNATn,NMNATn
NMNAT,NMNAT
NMNS,NMNS
NMNtn,NMNtn
NNATn,NNATn
NNMT,NNMT
NORANMT,NORANMT
NOS1,NOS1
NOt,NOt
NP1,NP1
NPTHLte,NPTHLte
NRPPHRSFt,NRPPHRSFt
NRPPHRt4_2_r,NRPPHRt4_2_r
NRPPHRtu,NRPPHRtu
NRPPHRVESSEC_1,NRPPHRVESSEC_1
NTD2e,NTD2e
NTD4l,NTD4l
NTD5l,NTD5l
NTD7l,NTD7l
NTP3e,NTP3e
NTPP10,NTPP10
NTPP9,NTPP9
O2St,O2St
O2Stx,O2Stx
O2tm,O2tm
O2tp,O2tp
OAGD3te,OAGD3te
OAGD3tg,OAGD3tg
OAGT3te,OAGT3te
OAGT3tg,OAGT3tg
OCDCAt,OCDCAt
OCDCEAt,OCDCEAt
OCOAT1m,OCOAT1m
OCTAt,OCTAt
ODECOAtx,ODECOAtx
OIVD1m,OIVD1m
OIVD3m,OIVD3m
ONPTHLte,ONPTHLte
OPAH,OPAH
ORETNF2,ORETNF2
ORETNtn,ORETNtn
ORETNtn2,ORETNtn2
ORNt3m,ORNt3m
ORNTArm,ORNTArm
ORPT,ORPT
OXAHCOtex,OXAHCOtex
P45011A1m,P45011A1m
P45011B11m,P45011B11m
P45011B12m,P45011B12m
P45017A1r,P45017A1r
P45019A2r,P45019A2r
P4501B1r,P4501B1r
P45021A2r,P45021A2r
P45027A12m,P45027A12m
P45027A16m,P45027A16m
P45027A1m,P45027A1m
P4502C19,P4502C19
P4502C9,P4502C9
P4502C93,P4502C93
P4502C94,P4502C94
P4502F1,P4502F1
P45039A1r,P45039A1r
P4503A43r,P4503A43r
P4503A5,P4503A5
P4503A7r,P4503A7r
P4504B1r,P4504B1r
P4504F121r,P4504F121r
P4508B13r,P4508B13r
P450SCC1m,P450SCC1m
P5CDm,P5CDm
P5CRxm,P5CRxm
PA_HStg,PA_HStg
PA_HStn,PA_HStn
PACCOAL,PACCOAL
PAFH,PAFH
PAFHe,PAFHe
PAFS,PAFS
PAIL4P_HStn,PAIL4P_HStn
PAN4PP,PAN4PP
PCHOL_HStg,PCHOL_HStg
PCHOLPm_hs,PCHOLPm_hs
PCLAD,PCLAD
PCm,PCm
PCt,PCt
PI3P3Pn,PI3P3Pn
GCPNn,GCPNn
PDX5POi,PDX5POi
PE_HSter,PE_HSter
PE_HStm,PE_HStm
PEAMNO,PEAMNO
PEFLIPm,PEFLIPm
PEPCK_re,PEPCK_re
PEPCKm,PEPCKm
PEt,PEt
PETOHMm_hs,PETOHMm_hs
PETOHMr_hs,PETOHMr_hs
PFK26,PFK26
PGDIr,PGDIr
PGESr,PGESr
PGISr,PGISr
PGS,PGS
PGSr,PGSr
PHACCOAGLNAC,PHACCOAGLNAC
PHCDm,PHCDm
PHEtec,PHEtec
PHETHPTOX2,PHETHPTOX2
PI345P3P,PI345P3P
PI345P3Pn,PI345P3Pn
PI345P5Pn,PI345P5Pn
PI3P5K,PI3P5K
PI45P3Kn,PI45P3Kn
PI45P4P,PI45P4P
PI45P5Pn,PI45P5Pn
PI45PLC,PI45PLC
PI4P3K,PI4P3K
PI4P5K,PI4P5K
PI4P5Kn,PI4P5Kn
PI4PP,PI4PP
PI5P3K,PI5P3K
PI5P4K,PI5P4K
PRODt2r,PRODt2r
PROSTGD2t,PROSTGD2t
PROSTGE1t3,PROSTGE1t3
PIK3,PIK3
PIK3n,PIK3n
PIK4,PIK4
PIK5,PIK5
PMEVKx,PMEVKx
PMI12346PHn,PMI12346PHn
PMTCOAtx,PMTCOAtx
PNTOt5_1,PNTOt5_1
PPAn,PPAn
PPAtr,PPAtr
PPAtm,PPAtm
PPItx,PPItx
PRAGSr,PRAGSr
PRDX,PRDX
PRGNLONEtm,PRGNLONEtm
PRISTANALtx,PRISTANALtx
PROSTGF2t,PROSTGF2t
PROSTGH2t,PROSTGH2t
PROSTGI2tr,PROSTGI2tr
PSDm_hs,PSDm_hs
PSSA1_hs,PSSA1_hs
PSSA2_hs,PSSA2_hs
PSt3,PSt3
PTDCACRNCPT1,PTDCACRNCPT1
PTDCACRNt,PTDCACRNt
PTDCAt,PTDCAt
PTE2x,PTE2x
PTE3x,PTE3x
PTHPS,PTHPS
PTRCAT1,PTRCAT1
PYAM5PO,PYAM5PO
PYDXDH,PYDXDH
PYRt2m,PYRt2m
RADH,RADH
RADH4,RADH4
RAHY,RAHY
RAtn,RAtn
RBTt,RBTt
RDH3,RDH3
RDH3a,RDH3a
RETFAt2,RETFAt2
RETH,RETH
RETH1,RETH1
RETH1e,RETH1e
