subsystem,reaction
HMR_0321,HMR_0321
HMR_0323,HMR_0323
HMR_0326,HMR_0326
3OHSUBACtxc,3OHSUBACtxc
3OHSUBACte,3OHSUBACte
EX_3ohsubac_e,EX_3ohsubac_e
CAPROICc,CAPROICc
EX_5ohhexa_e,EX_5ohhexa_e
7OHOCTAc,7OHOCTAc
7OHOCTAte,7OHOCTAte
EX_7ohocata_e,EX_7ohocata_e
ETHMALCOAc,ETHMALCOAc
ETHMALACc,ETHMALACc
ETHMALACte,ETHMALACte
HEXGLYc,HEXGLYc
METHSUCCOAc,METHSUCCOAc
METHSUCCte,METHSUCCte
EX_methsucc_e,EX_methsucc_e
SUBGLYte,SUBGLYte
4OHBUTm,4OHBUTm
4OHBUTtce,4OHBUTtce
HMR_0327,HMR_0327
HMR_0328,HMR_0328
HMR_0343,HMR_0343
FACOAE1839Z12Z15Z,FACOAE1839Z12Z15Z
HMR_0359,HMR_0359
HMR_0362,HMR_0362
HMR_0363,HMR_0363
HMR_0366,HMR_0366
HMR_0370,HMR_0370
HMR_0374,HMR_0374
HMR_0375,HMR_0375
HMR_0378,HMR_0378
HMR_0380,HMR_0380
HMR_0382,HMR_0382
HMR_0385,HMR_0385
HMR_0387,HMR_0387
HMR_0388,HMR_0388
HMR_0389,HMR_0389
HMR_0808,HMR_0808
HMR_0812,HMR_0812
HMR_0815,HMR_0815
HMR_0816,HMR_0816
HMR_0819,HMR_0819
3AIBSYMPt,3AIBSYMPt
C14771UPKt,C14771UPKt
CE1243UPKt,CE1243UPKt
SPHMYLN18118_hs_ATPt,SPHMYLN18118_hs_ATPt
SPHMYLN181181_hs_ATPt,SPHMYLN181181_hs_ATPt
SPHMYLN181201_hs_ATPt,SPHMYLN181201_hs_ATPt
SPHMYLN18122_hs_ATPt,SPHMYLN18122_hs_ATPt
SPHMYLN181221_hs_ATPt,SPHMYLN181221_hs_ATPt
SPHMYLN18123_hs_ATPt,SPHMYLN18123_hs_ATPt
SPHMYLN1824_hs_ATPt,SPHMYLN1824_hs_ATPt
SPHMYLN1825_hs_ATPt,SPHMYLN1825_hs_ATPt
THEXDDm,THEXDDm
THEXDDtm,THEXDDtm
THEXDDte,THEXDDte
HEXDTRm,HEXDTRm
HPDECEtm,HPDECEtm
HPDECEte,HPDECEte
EX_hpdece_e,EX_hpdece_e
5EIPENCm,5EIPENCm
5EIPENCtm,5EIPENCtm
EX_5eipenc_e,EX_5eipenc_e
ANDRSTNDNte,ANDRSTNDNte
ANDRSTANDRte,ANDRSTANDRte
CE2209te,CE2209te
C05299te,C05299te
C05302te,C05302te
HMR_0820,HMR_0820
HMR_0821,HMR_0821
HMR_0828,HMR_0828
HMR_0829,HMR_0829
HMR_0831,HMR_0831
HMR_0835,HMR_0835
HMR_0842,HMR_0842
HMR_0844,HMR_0844
HMR_0848,HMR_0848
HMR_0849,HMR_0849
HMR_0851,HMR_0851
HMR_0854,HMR_0854
HMR_0859,HMR_0859
HMR_0860,HMR_0860
HMR_0864,HMR_0864
HMR_0867,HMR_0867
HMR_0878,HMR_0878
HMR_0889,HMR_0889
HMR_0906,HMR_0906
HMR_0908,HMR_0908
HMR_0909,HMR_0909
HMR_0913,HMR_0913
PGESc,PGESc
HMR_1737,HMR_1737
HMR_1739,HMR_1739
HMR_1741,HMR_1741
HMR_1742,HMR_1742
HMR_1743,HMR_1743
HMR_1749,HMR_1749
HMR_1750,HMR_1750
CE5072te,CE5072te
11DOCRTSTRNte,11DOCRTSTRNte
PRGNLONEte,PRGNLONEte
17AHPRGNLONEte,17AHPRGNLONEte
PRGNLONESte,PRGNLONESte
MMAt2e,MMAt2e
CE2006te,CE2006te
N8ASPMDte,N8ASPMDte
CE4890te2,CE4890te2
C09642te,C09642te
EX_5g2oxpt_e,EX_5g2oxpt_e
EX_andrstndn_e,EX_andrstndn_e
EANDRSTRNtr,EANDRSTRNtr
EX_eandrstrn_e,EX_eandrstrn_e
ESTRONEte,ESTRONEte
EX_C05298_e,EX_C05298_e
EX_C05301_e,EX_C05301_e
EX_CE5072_e,EX_CE5072_e
EX_11docrtstrn_e,EX_11docrtstrn_e
EX_CE2211_e,EX_CE2211_e
EX_17ahprgstrn_e,EX_17ahprgstrn_e
HC02020te,HC02020te
EX_HC02020_e,EX_HC02020_e
XOL24OHtr,XOL24OHtr
XOL27OHte,XOL27OHte
HMR_1751,HMR_1751
HMR_1752,HMR_1752
HMR_1754,HMR_1754
HMR_1760,HMR_1760
HMR_1761,HMR_1761
HMR_1764,HMR_1764
HMR_1766,HMR_1766
HMR_1769,HMR_1769
HMR_1770,HMR_1770
HMR_1807,HMR_1807
HMR_1834,HMR_1834
HMR_1847,HMR_1847
HMR_1928,HMR_1928
HMR_1941,HMR_1941
HMR_1948,HMR_1948
HMR_1967,HMR_1967
HMR_1970,HMR_1970
HMR_1976,HMR_1976
HMR_1979,HMR_1979
HMR_1988,HMR_1988
HMR_1989,HMR_1989
EX_xol27oh_e,EX_xol27oh_e
XOL25OHtr,XOL25OHtr
EX_dsmsterol_e,EX_dsmsterol_e
CHSTEROLSte,CHSTEROLSte
3ITYR_Lte,3ITYR_Lte
35DIODTYRte,35DIODTYRte
13_CIS_RETNte,13_CIS_RETNte
CE1617te,CE1617te
EX_CE1617_e,EX_CE1617_e
IDL_HSSYN,IDL_HSSYN
IDL_HSDEG,IDL_HSDEG
HDL_HSSYN,HDL_HSSYN
EX_34dhoxmand_e,EX_34dhoxmand_e
FNA5MOXAMte,FNA5MOXAMte
EX_fna5moxam_e,EX_fna5moxam_e
CE5643te,CE5643te
EX_CE5643_e,EX_CE5643_e
EX_CE7085_e,EX_CE7085_e
CE1401te,CE1401te
EX_CE1401_e,EX_CE1401_e
EX_glucys_e,EX_glucys_e
TYRDOPOX,TYRDOPOX
DOPA4SFt,DOPA4SFt
EX_dopa4glcur_e,EX_dopa4glcur_e
EX_dopa3glcur_e,EX_dopa3glcur_e
DOPACHRMDC,DOPACHRMDC
CE5026t,CE5026t
CYSGLYPTASEe_1,CYSGLYPTASEe_1
CE1261t,CE1261t
HMR_1990,HMR_1990
HMR_1991,HMR_1991
HMR_2288,HMR_2288
HMR_2292,HMR_2292
HMR_2293,HMR_2293
HMR_2295,HMR_2295
HMR_2334,HMR_2334
HMR_2338,HMR_2338
HMR_2345,HMR_2345
HMR_2349,HMR_2349
HMR_2355,HMR_2355
HMR_2356,HMR_2356
HMR_2362,HMR_2362
HMR_2363,HMR_2363
HMR_2376,HMR_2376
HMR_2403,HMR_2403
HMR_2433,HMR_2433
HMR_2434,HMR_2434
HMR_2436,HMR_2436
HMR_2440,HMR_2440
HMR_2472,HMR_2472
HMR_2484,HMR_2484
HMR_2495,HMR_2495
HMR_2670,HMR_2670
HMR_2671,HMR_2671
HMR_2675,HMR_2675
HMR_2679,HMR_2679
HMR_2684,HMR_2684
HMR_2685,HMR_2685
HMR_2686,HMR_2686
HMR_2688,HMR_2688
HMR_2689,HMR_2689
HMR_2690,HMR_2690
HMR_2691,HMR_2691
HMR_2693,HMR_2693
HMR_2695,HMR_2695
DOPAOQNOX,DOPAOQNOX
NADPQNOXR,NADPQNOXR
NADQNOXR,NADQNOXR
DACT,DACT
DACGST,DACGST
TYRDHINDOX,TYRDHINDOX
EX_5cysdopa_e,EX_5cysdopa_e
CE2172t,CE2172t
ACER11r,ACER11r
ACER21g,ACER21g
ACER22g,ACER22g
ACER31r,ACER31r
BGAL1l,BGAL1l
CRMte,CRMte
EX_gluside_hs_e,EX_gluside_hs_e
GA1tl,GA1tl
GALGLUSIDEtg2,GALGLUSIDEtg2
GD3tg,GD3tg
GLUSIDEte,GLUSIDEte
GLUSIDEtl,GLUSIDEtl
GM2tl,GM2tl
HEXAHBl,HEXAHBl
NEU11l,NEU11l
NEU22,NEU22
NEU310e,NEU310e
NEU31e,NEU31e
NEU33e,NEU33e
NEU36e,NEU36e
NEU39e,NEU39e
SMSn,SMSn
SPHK11,SPHK11
SPHK21n,SPHK21n
SPHMYLNtl2,SPHMYLNtl2
SPMD3n,SPMD3n
RE3477C1,RE3477C1
WHTSTSTERONEtr,WHTSTSTERONEtr
TETTET6COAtm,TETTET6COAtm
TETPENT6COAtm,TETPENT6COAtm
DAG_HStg,DAG_HStg
HMR_2697,HMR_2697
HMR_2699,HMR_2699
HMR_2701,HMR_2701
HMR_2702,HMR_2702
HMR_2703,HMR_2703
HMR_2707,HMR_2707
HMR_2708,HMR_2708
HMR_2709,HMR_2709
HMR_2712,HMR_2712
HMR_2713,HMR_2713
HMR_2715,HMR_2715
HMR_2718,HMR_2718
HMR_2727,HMR_2727
HMR_2733,HMR_2733
HMR_9665,HMR_9665
HMR_2986,HMR_2986
HMR_2989,HMR_2989
HMR_2990,HMR_2990
HMR_2998,HMR_2998
HMR_3001,HMR_3001
HMR_3002,HMR_3002
HMR_3003,HMR_3003
HMR_3018,HMR_3018
HMR_3053,HMR_3053
HMR_3056,HMR_3056
HMR_3058,HMR_3058
HMR_3064,HMR_3064
HMR_3065,HMR_3065
HMR_3066,HMR_3066
HMR_3068,HMR_3068
HMR_3069,HMR_3069
ACOAO8p,ACOAO8p
HMR_3076,HMR_3076
HMR_3094,HMR_3094
HMR_3095,HMR_3095
HMR_3098,HMR_3098
HMR_3100,HMR_3100
HMR_3107,HMR_3107
HMR_3108,HMR_3108
HMR_3109,HMR_3109
HMR_3110,HMR_3110
HMR_3112,HMR_3112
HMR_3230,HMR_3230
PHCRMtg,PHCRMtg
SPHGNtn,SPHGNtn
EX_gd1a_hs_e,EX_gd1a_hs_e
DHCRMter,DHCRMter
PHSGPL11c,PHSGPL11c
EX_34dhpe_e,EX_34dhpe_e
DM_no2_c,DM_no2_c
DM_gm1_hs_n,DM_gm1_hs_n
DM_6hddopaqn_c,DM_6hddopaqn_c
GALSIDEter,GALSIDEter
Rtotaltg,Rtotaltg
GD1Atg,GD1Atg
HMR_0241,HMR_0241
HMR_0242,HMR_0242
HMR_0245,HMR_0245
HMR_0247,HMR_0247
HMR_0253,HMR_0253
HMR_0255,HMR_0255
HMR_0257,HMR_0257
HMR_0261,HMR_0261
HMR_0278,HMR_0278
HMR_0279,HMR_0279
HMR_0281,HMR_0281
HMR_0287,HMR_0287
HMR_0810,HMR_0810
HMR_0390,HMR_0390
HMR_0395,HMR_0395
FACOAE1836Z9Z12Z,FACOAE1836Z9Z12Z
HMR_0406,HMR_0406
HMR_0414,HMR_0414
HMR_0418,HMR_0418
HMR_0419,HMR_0419
HMR_0422,HMR_0422
HMR_0428,HMR_0428
HMR_0431,HMR_0431
HMR_0432,HMR_0432
HMR_0435,HMR_0435
HMR_0436,HMR_0436
HMR_0438,HMR_0438
HMR_0439,HMR_0439
HMR_0467,HMR_0467
G3PD2,G3PD2
G3PD,G3PD
HMR_0942,HMR_0942
HMR_0946,HMR_0946
HMR_0950,HMR_0950
HMR_0954,HMR_0954
HMR_0962,HMR_0962
HMR_0963,HMR_0963
HMR_0979,HMR_0979
HMR_0981,HMR_0981
HMR_0987,HMR_0987
HMR_1104,HMR_1104
HMR_1126,HMR_1126
HMR_3231,HMR_3231
HMR_3232,HMR_3232
HMR_3233,HMR_3233
HMR_3235,HMR_3235
HMR_3236,HMR_3236
HMR_3237,HMR_3237
HMR_3242,HMR_3242
HMR_3245,HMR_3245
HMR_3246,HMR_3246
HMR_3296,HMR_3296
HMR_3322,HMR_3322
HMR_3326,HMR_3326
HMR_3327,HMR_3327
HMR_3329,HMR_3329
HMR_3330,HMR_3330
HMR_3331,HMR_3331
HMR_3334,HMR_3334
HMR_3337,HMR_3337
HMR_3341,HMR_3341
HMR_3344,HMR_3344
HMR_3348,HMR_3348
HMR_3350,HMR_3350
HMR_3352,HMR_3352
HMR_3396,HMR_3396
HMR_3397,HMR_3397
HMR_3406,HMR_3406
HMR_3522,HMR_3522
HMR_3627,HMR_3627
HMR_3628,HMR_3628
HMR_3629,HMR_3629
HMR_3631,HMR_3631
HMR_3633,HMR_3633
HMR_3635,HMR_3635
HMR_3642,HMR_3642
HMR_3645,HMR_3645
HMR_3646,HMR_3646
HMR_3648,HMR_3648
HMR_3649,HMR_3649
HMR_3651,HMR_3651
HMR_3652,HMR_3652
HMR_3653,HMR_3653
HMR_3654,HMR_3654
HMR_3655,HMR_3655
HMR_3659,HMR_3659
HMR_3660,HMR_3660
HMR_3663,HMR_3663
HMR_3668,HMR_3668
HMR_3669,HMR_3669
HMR_3677,HMR_3677
HMR_3678,HMR_3678
HMR_3679,HMR_3679
HMR_3680,HMR_3680
HMR_3684,HMR_3684
HMR_3687,HMR_3687
HMR_3689,HMR_3689
HMR_3690,HMR_3690
HMR_3692,HMR_3692
HMR_9669,HMR_9669
HMR_6632,HMR_6632
HMR_6647,HMR_6647
HMR_6728,HMR_6728
HMR_6729,HMR_6729
HMR_1129,HMR_1129
HMR_1135,HMR_1135
HMR_1243,HMR_1243
HMR_1280,HMR_1280
HMR_1283,HMR_1283
HMR_1307,HMR_1307
HMR_1316,HMR_1316
HMR_1317,HMR_1317
HMR_1318,HMR_1318
HMR_1321,HMR_1321
HMR_1329,HMR_1329
HMR_1332,HMR_1332
HMR_1390,HMR_1390
HMR_1477,HMR_1477
HMR_1478,HMR_1478
HMR_1490,HMR_1490
HMR_1493,HMR_1493
HMR_1494,HMR_1494
HMR_1495,HMR_1495
HMR_1504,HMR_1504
HMR_1509,HMR_1509
HMR_1516,HMR_1516
HMR_1532,HMR_1532
HMR_1540,HMR_1540
HMR_1544,HMR_1544
HMR_1545,HMR_1545
HMR_1546,HMR_1546
HMR_1548,HMR_1548
HMR_1552,HMR_1552
HMR_1557,HMR_1557
LTHSTRLOR,LTHSTRLOR
HMR_1565,HMR_1565
HMR_1620,HMR_1620
HMR_1623,HMR_1623
HMR_1651,HMR_1651
HMR_1665,HMR_1665
HMR_1681,HMR_1681
HMR_1685,HMR_1685
HMR_1701,HMR_1701
HMR_1735,HMR_1735
HMR_1992,HMR_1992
HMR_1993,HMR_1993
HMR_2002,HMR_2002
HMR_2007,HMR_2007
HMR_2011,HMR_2011
HMR_2014,HMR_2014
HMR_2087,HMR_2087
HMR_2114,HMR_2114
HMR_2127,HMR_2127
HMR_2190,HMR_2190
HMR_2217,HMR_2217
HMR_2219,HMR_2219
HMR_2259,HMR_2259
HMR_2261,HMR_2261
HMR_2262,HMR_2262
HMR_2263,HMR_2263
HMR_2264,HMR_2264
HMR_2265,HMR_2265
HMR_2266,HMR_2266
HMR_2267,HMR_2267
HMR_2269,HMR_2269
HMR_2281,HMR_2281
HMR_3520,HMR_3520
HMR_2530,HMR_2530
HMR_2535,HMR_2535
HMR_2537,HMR_2537
HMR_2540,HMR_2540
HMR_2543,HMR_2543
HMR_2558,HMR_2558
HMR_2571,HMR_2571
HMR_2585,HMR_2585
HMR_2602,HMR_2602
HMR_2608,HMR_2608
HMR_2610,HMR_2610
HMR_2611,HMR_2611
HMR_2613,HMR_2613
HMR_2622,HMR_2622
HMR_2635,HMR_2635
HMR_2644,HMR_2644
HMR_6747,HMR_6747
HMR_6755,HMR_6755
HMR_6782,HMR_6782
4CMCOAS,4CMCOAS
HMR_6786,HMR_6786
HMR_6826,HMR_6826
HMR_6834,HMR_6834
HMR_6838,HMR_6838
HMR_6839,HMR_6839
HMR_6844,HMR_6844
HMR_6874,HMR_6874
HMR_6910,HMR_6910
HMR_6977,HMR_6977
ICITt_x,ICITt_x
HMR_6989,HMR_6989
HMR_7180,HMR_7180
HMR_7181,HMR_7181
HMR_7184,HMR_7184
HMR_7198,HMR_7198
HMR_7255,HMR_7255
HMR_7278,HMR_7278
HMR_7328,HMR_7328
HMR_7329,HMR_7329
HMR_7330,HMR_7330
HMR_7432,HMR_7432
HMR_7437,HMR_7437
HMR_7469,HMR_7469
HMR_7628,HMR_7628
PMI12346PS,PMI12346PS
HMR_7715,HMR_7715
HMR_7724,HMR_7724
HMR_7727,HMR_7727
HMR_7755,HMR_7755
HMR_7757,HMR_7757
HMR_7758,HMR_7758
HMR_7903,HMR_7903
HMR_7947,HMR_7947
HMR_7949,HMR_7949
HMR_8056,HMR_8056
HMR_8084,HMR_8084
HMR_8086,HMR_8086
HMR_8287,HMR_8287
HMR_8397,HMR_8397
HMR_8399,HMR_8399
LALDO2,LALDO2
HMR_8505,HMR_8505
HMR_8510,HMR_8510
ID3ACALDtm,ID3ACALDtm
HMR_8571,HMR_8571
HMR_8572,HMR_8572
HMR_8573,HMR_8573
HMR_8574,HMR_8574
HMR_8575,HMR_8575
HMR_8576,HMR_8576
HMR_8578,HMR_8578
HMR_8582,HMR_8582
HMR_8585,HMR_8585
HMR_8590,HMR_8590
7DHCDCHOLabc,7DHCDCHOLabc
CA24GSc,CA24GSc
CA24Gte,CA24Gte
CA3St,CA3St
CDCA24GSc,CDCA24GSc
CDCA24GSr,CDCA24GSr
CDCA24Gtr,CDCA24Gtr
CDCA3GSc,CDCA3GSc
CDCA3GSr,CDCA3GSr
CDCA3Gte,CDCA3Gte
CDCA3Gtr,CDCA3Gtr
DCA24GSc,DCA24GSc
DCA24Gte,DCA24Gte
DCA24Gtr,DCA24Gtr
DCA3GSc,DCA3GSc
DCA3Gte,DCA3Gte
DCA3Gtr,DCA3Gtr
DCASULT,DCASULT
DM_12dhchol_c,DM_12dhchol_c
DM_3dhcdchol_c,DM_3dhcdchol_c
DM_3dhchol_c,DM_3dhchol_c
DM_3dhlchol_c,DM_3dhlchol_c
DM_cdca24g_c,DM_cdca24g_c
DM_cdca3g_c,DM_cdca3g_c
DM_coprost_c,DM_coprost_c
DM_dca3g_c,DM_dca3g_c
HDCA24GSc,HDCA24GSc
HDCA24GSr,HDCA24GSr
HMR_2650,HMR_2650
HMR_2651,HMR_2651
HMR_2653,HMR_2653
CARN180t_m,CARN180t_m
HMR_2659,HMR_2659
HMR_2661,HMR_2661
VACCCPT2,VACCCPT2
HMR_2667,HMR_2667
HMR_2669,HMR_2669
HMR_2955,HMR_2955
HMR_2956,HMR_2956
HMR_2962,HMR_2962
HMR_2964,HMR_2964
HMR_2966,HMR_2966
HMR_2968,HMR_2968
HMR_2969,HMR_2969
HMR_2971,HMR_2971
HMR_2976,HMR_2976
HMR_2977,HMR_2977
HMR_2979,HMR_2979
HMR_2980,HMR_2980
HMR_2982,HMR_2982
HMR_3117,HMR_3117
ACOADH160_m,ACOADH160_m
ACOADH120_m,ACOADH120_m
HMR_3149,HMR_3149
ACOADH60_m,ACOADH60_m
HMR_3171,HMR_3171
HMR_3173,HMR_3173
HMR_3175,HMR_3175
HMR_3177,HMR_3177
HMR_3178,HMR_3178
HMR_3179,HMR_3179
HMR_3180,HMR_3180
HMR_3181,HMR_3181
HMR_3182,HMR_3182
HMR_3183,HMR_3183
HMR_3186,HMR_3186
HMR_3187,HMR_3187
HMR_3188,HMR_3188
HMR_3194,HMR_3194
HMR_3196,HMR_3196
HMR_3197,HMR_3197
HMR_3198,HMR_3198
HMR_3199,HMR_3199
HMR_3201,HMR_3201
HMR_3202,HMR_3202
HMR_3219,HMR_3219
HMR_3223,HMR_3223
HMR_3224,HMR_3224
HMR_3491,HMR_3491
HMR_3411,HMR_3411
HMR_3422,HMR_3422
HMR_3423,HMR_3423
HMR_3424,HMR_3424
HMR_3429,HMR_3429
HMR_3446,HMR_3446
HMR_3447,HMR_3447
HMR_3451,HMR_3451
HMR_3452,HMR_3452
HMR_3454,HMR_3454
HMR_3455,HMR_3455
HMR_3698,HMR_3698
HMR_3699,HMR_3699
HMR_3701,HMR_3701
HMR_3704,HMR_3704
HMR_3705,HMR_3705
HMR_3706,HMR_3706
HMR_3707,HMR_3707
HMR_3711,HMR_3711
HMR_3717,HMR_3717
HMR_3718,HMR_3718
HMR_3721,HMR_3721
HMR_3724,HMR_3724
HMR_3726,HMR_3726
HMR_3729,HMR_3729
HMR_3737,HMR_3737
HMR_3738,HMR_3738
HMR_3740,HMR_3740
HMR_3741,HMR_3741
ARGDr,ARGDr
HMR_3859,HMR_3859
HMR_3864,HMR_3864
HMR_3867,HMR_3867
HMR_3953,HMR_3953
HMR_3996,HMR_3996
SMOX,SMOX
CYTDK2,CYTDK2
NADS1,NADS1
NADDP,NADDP
NADS1n,NADS1n
THRA,THRA
HMR_4422,HMR_4422
HMR_4702,HMR_4702
PPPGO2_1,PPPGO2_1
BILIRED2,BILIRED2
HMR_4771,HMR_4771
PROAKGOX1,PROAKGOX1
HMR_4777,HMR_4777
HMR_4782,HMR_4782
HMR_4783,HMR_4783
HMR_4831,HMR_4831
HMR_4955,HMR_4955
HDCA6GSr,HDCA6GSr
HDCA6Gte,HDCA6Gte
HYOCHOLabc,HYOCHOLabc
HYOCHOLtr,HYOCHOLtr
ICDCHOLabc,ICDCHOLabc
ICDCHOLt,ICDCHOLt
ISOCHOLabc,ISOCHOLabc
ISOCHOLt2,ISOCHOLt2
LCA24GSc,LCA24GSc
LCA24GSr,LCA24GSr
LCA3GSc,LCA3GSc
LCA3Gte,LCA3Gte
LCA3Gtr,LCA3Gtr
LCA3Sabc,LCA3Sabc
LCA3St,LCA3St
LCASULT,LCASULT
M02155tr,M02155tr
TCA3Sabc,TCA3Sabc
TCA3St,TCA3St
TCDCASULT,TCDCASULT
TDCASULT,TDCASULT
THYOCHOLt2,THYOCHOLt2
TUDCA3Sabc,TUDCA3Sabc
3HPVShc,3HPVShc
3HPVSthc,3HPVSthc
3HSMVACIDteb,3HSMVACIDteb
3ISPVStep,3ISPVStep
3ISPVSthc,3ISPVSthc
3MEACMPhc,3MEACMPhc
3OHACMPhr,3OHACMPhr
3OHACMPtev,3OHACMPtev
4BHGLZABCt,4BHGLZABCt
4HATVACIDOXDhc,4HATVACIDOXDhc
4HATVACIDteb,4HATVACIDteb
4HATVACIDtep,4HATVACIDtep
4HATVACIDthc,4HATVACIDthc
4HATVLAChc,4HATVLAChc
4HATVLACteb,4HATVLACteb
4HATVLACtep,4HATVLACtep
4HATVLACthc,4HATVLACthc
4HMDGLUCtev,4HMDGLUCtev
4HMDZGLUChr,4HMDZGLUChr
4OHMDZhr,4OHMDZhr
4OHMDZtev,4OHMDZtev
56DHPVSteb,56DHPVSteb
56EPPVShc,56EPPVShc
56EPPVSteb,56EPPVSteb
5OHFVSGLUtev,5OHFVSGLUtev
6AHGLZtev,6AHGLZtev
6BHGLZGLCABCt,6BHGLZGLCABCt
6BHGLZGLChr,6BHGLZGLChr
6BHGLZGLCtev,6BHGLZGLCtev
6BHGLZhr,6BHGLZhr
6BHGLZtev,6BHGLZtev
6CSMVhep,6CSMVhep
6EPSteb,6EPSteb
6EPVStep,6EPVStep
6EPVSthc,6EPVSthc
6HMSMVACIDteb,6HMSMVACIDteb
6HSMVACIDteb,6HSMVACIDteb
6HSMVhep,6HSMVhep
6MELVACtbc,6MELVACtbc
ATVLAChr,ATVLAChr
ATVLACtu,ATVLACtu
Am19CStev,Am19CStev
CARIBUP_SGLUhep,CARIBUP_SGLUhep
CARIBUP_Sthv,CARIBUP_Sthv
CRGLZtev,CRGLZtev
CRVS1tev,CRVS1tev
CRVSATPtu,CRVSATPtu
CRVSM1SPhc,CRVSM1SPhc
CRVSM1hr,CRVSM1hr
CRVSM1teb,CRVSM1teb
CRVSM23teb,CRVSM23teb
CRVSM24tev,CRVSM24tev
CRVStu,CRVStu
CRVSthc,CRVSthc
CSASULPhc,CSASULPhc
CSASULPteb,CSASULPteb
CSASULPtev,CSASULPtev
CSAtu,CSAtu
CVM23GLUChc,CVM23GLUChc
CYSACMPAChc,CYSACMPAChc
DESFVShc,DESFVShc
DHGLZtev,DHGLZtev
DSPVShc,DSPVShc
DSPVStev,DSPVStev
EPOXTAChr,EPOXTAChr
EX_12htacr_e,EX_12htacr_e
EX_1331tacr_e,EX_1331tacr_e
EX_14hmdz_e,EX_14hmdz_e
EX_1531tacr_e,EX_1531tacr_e
EX_15dmt_e,EX_15dmt_e
EX_1hibup__S_e,EX_1hibup__S_e
EX_1hmdgluc_e,EX_1hmdgluc_e
EX_1ohmdz_e,EX_1ohmdz_e
EX_2hatvacid_e,EX_2hatvacid_e
EX_2hatvlac_e,EX_2hatvlac_e
EX_2hatvlacgluc_e,EX_2hatvlacgluc_e
EX_2hibup__R_e,EX_2hibup__R_e
EX_2hibup__S_e,EX_2hibup__S_e
EX_35dhpvs_e,EX_35dhpvs_e
EX_3hibup__S_e,EX_3hibup__S_e
EX_3hibupglu__S_e,EX_3hibupglu__S_e
EX_lstnm4_e,EX_lstnm4_e
EX_lstnm5_e,EX_lstnm5_e
EX_lstnm7_e,EX_lstnm7_e
HMR_4964,HMR_4964
HMR_5249,HMR_5249
HMR_5409,HMR_5409
FE2utm,FE2utm
HMR_6359,HMR_6359
HMR_6363,HMR_6363
HMR_6364,HMR_6364
HMR_6397,HMR_6397
FADRx2,FADRx2
CLHCOtex,CLHCOtex
HMR_6550,HMR_6550
MITKP,MITKP
ITKPK,ITKPK
MI3PS,MI3PS
HMR_6595,HMR_6595
HMR_6611,HMR_6611
HMR_6617,HMR_6617
HMR_6619,HMR_6619
HMR_8761,HMR_8761
HMR_8776,HMR_8776
HMR_9019,HMR_9019
HMR_9174,HMR_9174
HMR_9177,HMR_9177
HMR_9178,HMR_9178
HMR_9179,HMR_9179
HMR_9185,HMR_9185
HMR_9191,HMR_9191
HMR_9583,HMR_9583
HMR_9584,HMR_9584
HMR_9602,HMR_9602
HMR_9603,HMR_9603
HMR_9613,HMR_9613
HMR_9615,HMR_9615
HMR_9620,HMR_9620
HMR_9621,HMR_9621
HMR_9627,HMR_9627
HMR_9629,HMR_9629
HMR_9630,HMR_9630
HMR_9634,HMR_9634
HMR_9639,HMR_9639
HMR_9652,HMR_9652
HMR_9657,HMR_9657
HMR_9658,HMR_9658
HMR_9662,HMR_9662
DM_hdca6g_c,DM_hdca6g_c
DM_hyochol_c,DM_hyochol_c
DM_isochol_c,DM_isochol_c
DM_lca3s_c,DM_lca3s_c
DM_tca3s_c,DM_tca3s_c
DM_tdca3s_c,DM_tdca3s_c
DM_tudca3s_c,DM_tudca3s_c
EX_3dhcdchol_e,EX_3dhcdchol_e
EX_3dhdchol_e,EX_3dhdchol_e
EX_7dhchol_e,EX_7dhchol_e
EX_cdca3g_e,EX_cdca3g_e
EX_dca24g_e,EX_dca24g_e
EX_dca3g_e,EX_dca3g_e
EX_gca3s_e,EX_gca3s_e
EX_gcdca3s_e,EX_gcdca3s_e
EX_gdca3s_e,EX_gdca3s_e
EX_gudca3s_e,EX_gudca3s_e
EX_hca24g_e,EX_hca24g_e
EX_hca6g_e,EX_hca6g_e
EX_hyochol_e,EX_hyochol_e
EX_isochol_e,EX_isochol_e
EX_lca24g_e,EX_lca24g_e
EX_lca3s_e,EX_lca3s_e
EX_tcdca3s_e,EX_tcdca3s_e
EX_uchol_e,EX_uchol_e
EX_udca3s_e,EX_udca3s_e
GCA3Sabc,GCA3Sabc
GCDCA3St,GCDCA3St
GCDCASULT,GCDCASULT
GDCA3Sabc,GDCA3Sabc
GDCASULT,GDCASULT
GUDCA3Sabc,GUDCA3Sabc
GUDCA3St,GUDCA3St
HCA24GSc,HCA24GSc
HCA24Gte,HCA24Gte
HCA6GSc,HCA6GSc
HCA6GSr,HCA6GSr
UCHOLt2,UCHOLt2
UDCASULT,UDCASULT
UDCHOLt2,UDCHOLt2
12HTACRhr,12HTACRhr
12HTACRtu,12HTACRtu
1331TACRtev,1331TACRtev
14MDZtev,14MDZtev
1513TACRtep,1513TACRtep
1531TACRhr,1531TACRhr
1531TACRteb,1531TACRteb
15DMTtep,15DMTtep
1HIBUPGLUC_Sthv,1HIBUPGLUC_Sthv
1HIBUP_SGLUhep,1HIBUP_SGLUhep
1HMDZGLUChc,1HMDZGLUChc
1OHMDZhr,1OHMDZhr
1OHMDZtep,1OHMDZtep
